中央电视,#genre#
CCTV-10科教(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV-10科教(高清),http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV-10科教(高清),http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV-11戏曲(高清),http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV-11戏曲(高清),http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV-11戏曲(高清),http://39.134.65.179/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11戏曲(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11戏曲(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221225628/index.m3u8
CCTV-11戏曲(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11戏曲(高清),http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV-12社会与法,http://39.134.65.179/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12社会与法,http://39.134.65.164/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12社会与法,http://39.134.65.181/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12社会与法,http://39.135.138.60:18890/TVOD/88888910/224/3221225629/index.m3u8
CCTV-12社会与法,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV-12社会与法,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV-12社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV-13新闻(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻(高清),http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻(高清),http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻(高清),http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
CCTV-13新闻(高清),http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV-13新闻(高清),http://newsbsh5ca.v.live.baishancdnx.cn/live/newscctv13_2/index.m3u8
CCTV-13新闻(高清),http://112.17.40.218/PLTV/88888888/224/3221231636/index.m3u8
CCTV-14少儿(高清),http://111.40.196.9/PLTV/88888888/224/3221225573/index.m3u8
CCTV-14少儿(高清),http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV-14少儿(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14少儿(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221225639/index.m3u8
CCTV-14少儿(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV-14少儿(高清),http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿(高清),http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV-14少儿(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV-14少儿(高清),http://39.134.65.179/PLTV/88888888/224/3221225674/1.m3u8
CCTV-15音乐(高清),http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15音乐(高清),http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐(高清),http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15音乐(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221225641/index.m3u8
CCTV-15音乐(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV-16奥运(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV-16奥运(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV-16奥运(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV-16奥运(高清),http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-17农业(高清),http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17农业(高清),http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV-17农业(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221225907/index.m3u8
CCTV-17农业(高清),http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CETV①教育台(高清),http://39.134.66.66/PLTV/88888888/224/3221225563/index.m3u8
CETV①教育台(高清),http://112.17.40.218/PLTV/88888888/224/3221231714/index.m3u8
CETV①教育台(高清),http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV①教育台(高清),http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
CETV②教育台(高清),http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
CETV③教育台(高清),http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
CETV④教育台(高清),http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
CETV①教育台(高清),http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
CETV②教育台(高清),http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV④教育台(高清),http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
CCTV-4K超高清(高清),https://p.ggiptv.com/v/4k.m3u8
CCTV-4K超高清(高清),http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV-8K超高清(高清),http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8
CCTV-8K超高清(高清),http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/index.m3u8
CCTV-8K超高清(高清),http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233454/index.m3u8
纯享 4 K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
中央新影-新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
黑莓电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225769/index.m3u8
CCTV-兵器科技(高清),http://117.148.179.147/PLTV/88888888/224/3221231573/index.m3u8
CCTV-第一剧场(高清),http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV-第一剧场(高清),http://117.148.179.172/TVOD/88888888/224/3221231540/index.m3u8
CCTV-第一剧场(高清),http://117.148.179.147/PLTV/88888888/224/3221231540/index.m3u8
CCTV-电视指南(高清),http://117.148.179.147/PLTV/88888888/224/3221231571/index.m3u8
CCTV-怀旧剧场(高清),http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV-怀旧剧场(高清),http://117.148.179.158/TVOD/88888888/224/3221231544/index.m3u8
CCTV-怀旧剧场(高清),http://117.148.179.147/PLTV/88888888/224/3221231544/index.m3u8
CCTV-风云剧场(高清),http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV-风云剧场(高清),http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV-风云剧场(高清),http://117.148.179.163/PLTV/88888888/224/3221231604/index.m3u8?icpid=88888888&from=8&hms_devid=144,304&prioritypopid=8&online=1648529277
CCTV-风云剧场(高清),http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV-风云剧场(高清),http://117.148.179.162/TVOD/88888888/224/3221231604/index.m3u8
CCTV-风云足球(高清),http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV-风云足球(高清),http://117.148.179.137/TVOD/88888888/224/3221231547/index.m3u8
CCTV-世界地理(高清),http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV-世界地理(高清),http://117.148.179.156/TVOD/88888888/224/3221231537/index.m3u8
CCTV-世界地理(高清),http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
CCTV-女性时尚(高清),http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV-女性时尚(高清),http://117.148.179.167/TVOD/88888888/224/3221231598/index.m3u8
CCTV-女性时尚(高清),http://117.148.179.147/PLTV/88888888/224/3221231598/index.m3u8
CCTV-央视台球(高清),http://117.148.179.147/PLTV/88888888/224/3221231616/index.m3u8
CCTV-央视台球(高清),http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV-央视台球(高清),http://117.148.179.167/TVOD/88888888/224/3221231616/index.m3u8
CCTV-高尔夫网球(高清),http://117.148.179.147/PLTV/88888888/224/3221231619/index.m3u8
CCTV-奥林匹克(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV-奥林匹克(高清),http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV-文化精品(高清),http://117.148.179.147/TVOD/88888888/224/3221231561/index.m3u8
CCTV-文化精品(高清),http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CCTV-文化精品(高清),http://117.148.179.147/TVOD/88888888/224/3221231561/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
CNC中文(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC中文(高清),http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC英文(高清),http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CNC英文(高清),http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CEC旅游(高清),http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC新闻(高清),http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC汉语(高清),http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CGTN高清(高清),http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN高清(高清),http://117.148.179.174/TVOD/88888888/224/3221231592/index.m3u8
CGTN记录(高清),http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN记录(高清),http://117.148.179.144/TVOD/88888888/224/3221231492/index.m3u8
CGTN记录(高清),http://117.148.179.144/TVOD/88888888/224/3221231492/index.m3u8
CGTN阿拉语(高清),http://117.148.179.163/TVOD/88888888/224/3221231579/index.m3u8
CGTN俄语(高清),http://117.148.179.179/TVOD/88888888/224/3221231591/index.m3u8
CGTN法语(高清),http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CGTN法语(高清),http://117.148.179.156/TVOD/88888888/224/3221231550/index.m3u8
CGTN西班牙语(高清),http://117.148.179.176/TVOD/88888888/224/3221231546/index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-国际频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN西班牙,http://livees.cgtn.com/500e/prog_index.m3u8
CCTV移动传媒(高清),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8




中央1台,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8#http://39.135.138.59:18890/TVOD/88888910/224/3221225630/index.m3u8?$移动高清720P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-1/1.m3u8?$移动超清1080P#http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8?$移动超清1080P#http://iptv.tvfix.org/hls/cctv1hd.m3u8?$全网超清1080P#http://117.148.179.155:80/PLTV/88888888/224/3221231468/1.m3u8?$咪咕移动1080P
中央2台,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8#http://111.20.106.13:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://iptv.tvfix.org/hls/cctv2hd.m3u8?$全网超清1080P#http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8?$移动超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-2/1.m3u8?$移动超清1080P#http://117.148.179.147:80/PLTV/88888888/224/3221231678/1.m3u8?$咪咕移动1080P#http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8?$移动蓝光1080P
中央3台,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8#http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-3/1.m3u8?$移动超清1080P#http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8?$移动高清720P#http://iptv.tvfix.org/hls/cctv3hd.m3u8?$移动超清1080P#http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8?$移动蓝光1080P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8?$移动超清1080P#http://117.148.179.183:80/PLTV/88888888/224/3221231682/index.m3u8?$咪咕移动1080P
中央4台,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8?$移动蓝光1080P#http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8?$移动超清1080P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-4/1.m3u8?$移动超清1080P#http://39.135.47.101:6610/000000001000/HD-8000k-1080P-cctv4/1.m3u8?$移动超清1080P#http://111.20.41.248:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8?$移动超清1080P#http://117.148.179.183/PLTV/88888888/224/3221231726/index.m3u8?$咪咕移动1080P#http://iptv.tvfix.org/hls/cctv4hd.m3u8?$全网超清1080P
中央5台,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8#http://39.135.32.5:6610/PLTV/77777777/224/3221225516/index.m3u8?$移动超清1080P#http://iptv.tvfix.org/hls/cctv5hd.m3u8?$全网超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-5/1.m3u8?$移动超清1080P#http://111.20.41.242:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8?$移动超清1080P#http://39.135.55.7:6610/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1$移动超清1080P#http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8?$移动超清1080P
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8#http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
中央6台,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8#http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-6/1.m3u8?$移动超清1080P#http://39.135.47.101:6610/000000001000/HD-4000k-1080P-cctv6/1.m3u8?$移动超清1080P#http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?$移动蓝光1080P#http://iptv.tvfix.org/hls/cctv6hd.m3u8?$全网超清1080P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://111.20.41.252:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8?$移动超清1080P#http://111.20.33.93:80/PLTV/88888893/224/3221226011/index.m3u8?$移动高清1080P#http://117.148.179.153:80/PLTV/88888888/224/3221231724/index.m3u8?$咪咕移动1080P
中央7台,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8#http://iptv.tvfix.org/hls/cctv7hd.m3u8?$全网超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-7/1.m3u8?$移动超清1080P#http://39.135.47.101:6610/000000001000/cctv-7/1.m3u8?$移动超清1080P#http://111.20.41.242:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8?$移动超清1080P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
中央8台,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8?$移动高清720P#http://39.135.55.7:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1$移动超清1080P#http://iptv.tvfix.org/hls/cctv8hd.m3u8?$全网超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-8/1.m3u8?$移动超清1080P#http://117.148.179.160:80/PLTV/88888888/224/3221231694/index.m3u8?$咪咕移动1080P#http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8?$移动超清1080P
中央9台,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8?$移动高清720P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://111.20.41.250:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8?$移动超清1080P#http://117.148.179.163/PLTV/88888888/224/3221231697/index.m3u8?$咪咕移动1080P#http://iptv.tvfix.org/hls/cctv9hd.m3u8?$全网超清1080P
中央10台,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8?$咪咕移动1080P#http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8?$移动蓝光1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-10/1.m3u8?$移动超清1080P
中央11台,http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-11/1.m3u8?$移动超清1080P#http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8?$移动蓝光1080P#http://117.148.179.165/PLTV/88888888/224/3221231711/index.m3u8?$咪咕移动1080P#http://39.135.138.59:18890/TVOD/88888910/224/3221225628/index.m3u8?$移动超清1080P#http://iptv.tvfix.org/hls/cctv11hd.m3u8?$全网超清1080P
中央12台,http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8?$移动蓝光1080P#http://111.20.106.13:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P#http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-12/1.m3u8?$移动超清1080P#http://117.148.179.150:80/PLTV/88888888/224/3221231660/1.m3u8?$咪咕移动1080P
